STN_NUM,WMO_NUM,AVIATION_ID,NAME,REGION,STATUS,EQUIP_START,EQUIP_END,LATITUDE,LONGITUDE,STN_HT,BAR_HT,AERO_HT
92142,,,DARLINGTON JETTY,TAS/ANT,OPEN,29/4/2009,,-42.578,148.0625,2.042,,
92143,,,SPRING BAY ABSLMA COMPARISON,SA,OPEN,7/11/2008,,-42.5464,147.93,0,1.3,
94008,94975,YMHB,HOBART AIRPORT,TAS/ANT,OPEN,26/4/1990,,-42.8339,147.5033,4,27.4,4
94029,94970,HBRO,HOBART (ELLERSLIE ROAD),TAS/ANT,OPEN,29/6/1992,,-42.8897,147.3278,50.5,51.4,
94041,94962,YMSY,MAATSUYKER ISLAND LIGHTHOUSE,TAS/ANT,OPEN,1/2/1996,,-43.6578,146.2711,146.5,147.6,
94087,95979,WLI,MOUNT WELLINGTON,TAS/ANT,OPEN,1/12/1989,,-42.8967,147.235,1260.47,,
94155,95986,YTSI,TASMAN ISLAND,TAS/ANT,OPEN,14/12/2001,,-43.2397,148.0025,240,241,
94191,94977,HRTZ,HARTZ MOUNTAIN (KEOGHS PIMPLE),TAS/ANT,OPEN,1/11/1994,,-43.2006,146.7683,831,,
94195,94960,TUNN,TUNNACK FIRE STATION,TAS/ANT,OPEN,12/8/1997,,-42.4543,147.4612,461.5,462,
94198,95967,CBRY,CAPE BRUNY (CAPE BRUNY),TAS/ANT,OPEN,16/5/1997,,-43.4886,147.1444,59.7,60.2,
94212,95972,CAMP,CAMPANIA (KINCORA),TAS/ANT,OPEN,6/4/2000,,-42.6867,147.4258,45,,
94220,95977,GROV,GROVE (RESEARCH STATION),TAS/ANT,OPEN,11/6/2004,,-42.9858,147.0742,65,,
94242,,,BATTERY POINT JETTY,TAS/ANT,OPEN,12/2/2009,,-42.8923,147.338,1.547,2.4,
94243,,,SOUTHPORT JETTY,TAS/ANT,OPEN,22/6/2009,,-43.4333,146.9748,1.671,,
94254,94951,DLY,DUNALLEY (STROUD POINT),TAS/ANT,OPEN,4/11/2011,,-42.9017,147.7894,12.43,12.7,
95003,94964,BUSH,BUSHY PARK (BUSHY PARK ESTATES),TAS/ANT,OPEN,20/7/1998,,-42.7097,146.8983,27,,
95048,94957,OUS,OUSE FIRE STATION,TAS/ANT,OPEN,2/4/1998,,-42.4842,146.7106,90,91.3,
96003,94959,BTGR,BUTLERS GORGE,TAS/ANT,OPEN,20/5/2008,,-42.2753,146.2758,667,,
96033,95959,LIAW,LIAWENEE,TAS/ANT,OPEN,20/12/2000,,-41.8997,146.6694,1057,1056,
96075,,,BARREN TIER,TAS/ANT,CLOSED,17/1/1995,20/3/2001,-42.0197,146.7533,1186,,
97000,94974,CPSO,CAPE SORELL,TAS/ANT,OPEN,19/2/1992,,-42.1986,145.17,19.3,19.5,
97024,95962,WARS,WARRA,TAS/ANT,OPEN,21/9/2004,,-43.0609,146.704,495,,
97072,94956,YSRN,STRAHAN AERODROME,TAS/ANT,OPEN,18/9/1976,,-42.155,145.2908,21,22,20.1
97080,95961,LRP,LOW ROCKY POINT,TAS/ANT,OPEN,16/3/1992,,-42.9831,145.5025,34,34.5,
97083,95958,SCPK,SCOTTS PEAK DAM,TAS/ANT,OPEN,15/10/1998,,-43.0425,146.2722,408,,
97085,95952,MTRD,MOUNT READ,TAS/ANT,OPEN,10/9/1996,,-41.8444,145.5417,1119.5,1120,
98017,94850,YKII,KING ISLAND AIRPORT,TAS/ANT,OPEN,10/7/1994,,-39.8801,143.8829,37,38,40.2
99005,94980,YFLI,FLINDERS ISLAND AIRPORT,TAS/ANT,OPEN,1/5/1993,,-40.0911,148.0024,9,9.5,10.4
109504,95648,ESPE,ESPERANCE NTC AWS,SA,OPEN,12/3/1992,,-33.8707,121.8971,0,1.2,
200001,94372,MPI,MIDDLE PERCY ISLAND,QLD,OPEN,27/6/2004,,-21.6628,150.2711,208.7,209.4,
200100,95303,VRIS,VARANUS ISLAND,WA,OPEN,3/3/1999,,-20.6564,115.5758,24,24.5,
200212,95100,YNEN,NORTHERN ENDEAVOUR,NT,OPEN,1/10/1999,,-10.6134,125.9843,,37,
200283,94299,YWLD,WILLIS ISLAND,QLD,OPEN,29/9/1991,,-16.2878,149.9652,8.07,9,
200284,96996,YPCC,COCOS ISLAND AIRPORT,WA,OPEN,15/7/1993,,-12.1892,96.8344,3,4,3
200288,94996,YSNF,NORFOLK ISLAND AERO,NSW,OPEN,23/1/1997,,-29.0389,167.9408,111.73,116.7,113
200299,91611,KIR,KIRIBATI NTC AWS,SA,OPEN,19/5/2006,,1.3625,172.93,0,1.3,
200601,94394,CATO,CATO ISLAND,QLD,OPEN,1/12/1988,,-23.2503,155.542,6.3,7.3,
200701,94393,FRRF,FREDERICK REEF,QLD,OPEN,10/12/1988,,-20.9375,154.4019,4.9,12.8,
200704,94298,MARI,MARION REEF,QLD,OPEN,1/12/1988,,-19.0964,152.3892,2,7.6,
200713,94207,ROWL,ROWLEY SHOALS,WA,OPEN,1/11/1989,,-17.5217,118.9531,0,7.6,
200715,95995,LHWP,LORD HOWE ISLAND WINDY POINT,NSW,OPEN,28/3/1996,,-31.5381,159.0733,4,,
200727,94296,LIHO,LIHOU REEF,QLD,OPEN,1/12/1988,,-17.1166,152.004,3,8.8,
200728,,,SCOTT REEF,WA,CLOSED,1/11/1989,18/10/1995,-14.0475,121.76,3,3,
200731,94122,FAW,POINT FAWCETT,NT,OPEN,1/12/1989,,-11.7628,130.03,6.5,7.5,
200732,94289,HOLM,HOLMES REEF,QLD,OPEN,1/12/1988,,-16.4683,147.8734,1.9,6.3,
200735,94210,ADL,ADELE ISLAND,WA,OPEN,1/11/1989,,-15.5114,123.1556,4.6,5.5,
200736,94371,CRL,CREAL REEF,QLD,OPEN,1/12/1988,,-20.5303,150.3773,1.7,6.3,
200782,94151,NEIS,NORTH EAST ISLAND,NT,OPEN,6/9/1973,,-13.6449,136.9445,17.4,18.3,
200783,94290,FLRF,FLINDERS REEF,QLD,OPEN,1/12/1988,,-17.7195,148.4478,2.6,6.5,
200784,94103,YBWS,BROWSE ISLAND,WA,OPEN,1/11/1989,,-14.1089,123.5472,3.7,4.6,
200786,94147,YCWE,CAPE WESSEL,NT,OPEN,1/12/1971,,-11.0045,136.7588,18,19.2,
200790,96995,YPXM,CHRISTMAS ISLAND AERO,WA,OPEN,18/5/1994,,-10.4528,105.6875,261,262,279
200814,91756,SAM,SAMOA NTC AWS,SA,OPEN,26/2/1993,,-13.8267,-171.7611,0,1.3,
200831,94379,GANN,GANNET CAY,QLD,OPEN,1/12/1988,,-21.9769,152.4707,2.3,8.4,
200832,91375,MAR,MARSHALL ISLANDS NTC AWS,SA,OPEN,7/5/1993,,7.106,171.3725,0,1.3,
200838,94949,YHGI,HOGAN ISLAND,VIC,OPEN,9/5/2003,,-39.2225,146.9841,116,117,
200839,94995,YLHI,LORD HOWE ISLAND AERO,NSW,OPEN,18/11/1988,,-31.5421,159.0786,5,7,5.2
200840,95288,BOUG,BOUGAINVILLE REEF,QLD,OPEN,1/11/1992,,-15.4877,147.1183,0,13,
200844,,HRF,HOOK REEF,QLD,CLOSED,18/1/1994,27/10/1998,-19.7356,149.1689,2.6,2.6,
200850,,,COCOS ISLAND MILOS AWS COMPARISON,WA,CLOSED,1/12/1997,29/5/2001,-12.1903,96.8333,3,4,3
200851,91532,ANAU,NAURU ARCS-2,NT,OPEN,10/10/2002,,-0.5215,166.916,7,8.5,
200852,92044,AYMO,MANUS ARCS-1,NT,OPEN,5/11/2002,,-2.0578,147.4253,4,5.5,
200855,91844,COO,COOK ISLANDS NTC AWS,SA,OPEN,19/2/1993,,-21.2048,-159.7853,0,1.3,
200856,91679,FIJ,LAUTOKA NTC AWS,SA,OPEN,24/10/1992,,-17.6053,177.4381,0,1.4,
200857,91559,VAN,VANUATU NTC AWS,SA,OPEN,28/2/2006,,-17.7569,168.3002,0,1.3,
200858,91531,NAU,NAURU NTC AWS,SA,OPEN,9/7/1993,,-0.5319,166.9092,0,1.3,
200859,91519,SOL,SOLOMON IS. NTC AWS,SA,OPEN,1/3/2006,,-9.4289,159.9555,0,1.3,
200860,91642,TUV,TUVALU NTC AWS,SA,OPEN,23/3/1993,,-8.5025,179.1949,0,1.3,
200861,91789,TON,TONGA NTC AWS,SA,OPEN,21/1/1993,,-21.138,-175.1815,0,,
200862,92036,PNG,PNG NTC AWS,SA,OPEN,1/3/2006,,-2.042,147.3737,0,1.3,
200863,91689,SUV,SUVA NTC AWS,SA,OPEN,10/11/1997,,-18.1325,178.4275,0,1.6,
200864,91349,FSM,FSM NTC AWS,SA,OPEN,19/12/2001,,6.9806,158.2001,0,1.3,
200865,96997,COCO,COCOS ISLAND NTC AWS,SA,OPEN,9/4/1992,,-12.1168,96.8919,0,1.4,
200866,93713,NZL,JACKSON BAY NTC AWS,SA,OPEN,17/9/2002,,-43.9733,168.616,0,1.3,
200867,99045,YBYU,BAYU UNDAN,WA,OPEN,20/9/2004,,-11.0683,126.6139,32.5,32.5,
200869,,ISLW,WILLIS ISLAND COMPARISON,QLD,CLOSED,15/9/2004,20/10/2006,-16.2878,149.965,8.07,8.5,
200870,,XITT,CHRISTMAS ISLAND TSUNAMI,WA,OPEN,21/12/2006,,-10.4294,105.6694,5,1,
200871,,,LUGANVILLE MAIN WHARF,SA,OPEN,17/12/2007,,-15.5156,167.1886,1.907,,
200872,97390,WPDL,COMORO AIRPORT,NT,OPEN,19/4/2002,,-8.5494,125.5331,8.4,9.9,
200873,,,AVATIU RAROTONGA HARBOUR WHARF,SA,OPEN,19/11/2008,,-21.2048,-159.7853,,,
200874,,,APIA WHARF,SA,CLOSED,12/1/2009,,-13.8267,-171.7611,2.977,,
200875,,,NUKU'ALOFA HARBOUR WHARF,SA,CLOSED,25/1/2009,,-21.138,-175.1815,4.84,,
200876,,,POHNPEI MAIN WHARF,SA,OPEN,8/7/2009,,6.9806,158.2001,,,
200878,,,PORT HEDLAND PYLON C3,WA,OPEN,1/5/2009,,-20.04,118.42,,,
200879,94284,YALF,ARLINGTON REEF,QLD,OPEN,29/4/2010,,-16.7226,146.1124,0,8.5,
200880,,,LIHOU REEF,QLD,OPEN,29/10/2009,,-17.133,152.145,,,
200881,,,TAREKUKURE WHARF - CHOISEUL PROVINCE,SA,OPEN,11/5/2009,,-6.6929,156.4087,,,
200882,,,LATA WHARF - TEMOTU PROVINCE,SA,OPEN,11/5/2009,,-10.7209,165.802,,,
200883,,,KINGSTON JETTY,NSW,OPEN,17/8/2009,,-29.0581,167.9536,,,
200970,,,FLYING FISH COVE JETTY,WA,OPEN,29/7/2009,,-10.4294,105.6694,,,
300000,89571,DAVI,DAVIS,TAS/ANT,OPEN,1/2/1994,,-68.5744,77.9672,18,23.2,
300001,89564,MAWS,MAWSON,TAS/ANT,OPEN,15/1/1994,,-67.6017,62.8753,9.9,16,
300004,94998,MACQ,MACQUARIE ISLAND,TAS/ANT,OPEN,24/3/1992,,-54.4994,158.9369,6,8.3,6
300005,95997,,HEARD ISLAND (ATLAS COVE),TAS/ANT,OPEN,21/3/1980,,-53.019,73.3918,3,3.5,
300012,89815,,HAUPT NUNATAK,TAS/ANT,OPEN,31/3/2003,,-66.5819,110.6939,63,63,
300017,89611,CASE,CASEY,TAS/ANT,OPEN,20/2/1994,,-66.2825,110.5231,40,42.3,
300019,,,GC41,TAS/ANT,CLOSED,3/6/1994,3/6/2010,-71.6028,111.2628,2761,2761,
300020,,,GC 46,TAS/ANT,CLOSED,3/6/1994,2/5/2001,-74.1375,109.8397,3096,3096,
300021,,,GF 08,TAS/ANT,CLOSED,25/1/2000,3/6/2010,-68.4933,102.1756,2123,2123,
300022,89811,,LAW DOME SUMMIT,TAS/ANT,OPEN,15/2/1990,,-66.7296,112.8348,1366,1368,1366
300023,,,AO 28,TAS/ANT,CLOSED,1/6/1994,30/7/2005,-68.4078,112.2175,1622,1622,
300024,,,LGB 00,TAS/ANT,CLOSED,11/7/1994,3/6/2010,-68.6553,61.1128,1830,1830,
300025,,,LGB 10,TAS/ANT,CLOSED,1/6/1994,3/6/2010,-71.2875,59.2103,2617,2620,
300027,,,LGB 20,TAS/ANT,CLOSED,1/6/1994,17/3/2006,-73.8328,55.6717,2741,2741,
300028,94997,,HEARD ISLAND (THE SPIT),TAS/ANT,OPEN,12/3/1993,,-53.1082,73.7225,12,12.5,
300030,,,LGB 35,TAS/ANT,CLOSED,2/1/1996,3/6/2010,-76.0439,65.0169,2343,2342,
300031,,,LGB 59,TAS/ANT,CLOSED,15/11/1994,17/3/2006,-73.45,76.7833,2537,2537,
300033,89807,,SNYDER ROCKS,TAS/ANT,OPEN,23/11/1994,,-66.55,107.75,40,42,
300034,,,LAW DOME DRILL SITE,TAS/ANT,CLOSED,1/2/1995,1/1/1997,-66.7169,112.9333,1375,,
300035,,,LAW DOME SUMMIT TRIAL,TAS/ANT,CLOSED,1/4/1997,25/2/1998,-66.7306,112.7444,1366,,
300036,,,LAW DOME SUMMIT SOUTH,TAS/ANT,CLOSED,19/12/1997,25/1/2005,-66.7692,112.8106,1376,1376,
300037,,YCAY,CASEY SKIWAY,TAS/ANT,CLOSED,18/10/1998,3/6/2010,-66.2755,110.7978,390,390,
300038,89586,,MOUNT BROWN,TAS/ANT,OPEN,20/12/1998,,-69.1313,85.9992,2078,2078,
300039,89767,,G3,TAS/ANT,OPEN,12/2/1999,,-70.8919,69.8725,84,84,
300040,,,STILLWELL ISLANDS,TAS/ANT,CLOSED,5/8/1999,21/10/2000,-66.9583,143.94,52,52,
300041,,,BUNGER HILLS AIRFIELD,TAS/ANT,CLOSED,20/1/2000,31/1/2002,-66.3444,100.8139,150,150,150
300042,,,RUMDOODLE AIRFIELD,TAS/ANT,CLOSED,31/1/2000,30/1/2002,-67.715,62.805,430,430,430
300043,,,RAUER PLATEAU AIRFIELD,TAS/ANT,CLOSED,8/3/2000,18/1/2002,-68.8558,78.0392,363,363,363
300044,,,PETERSON AIRFIELD,TAS/ANT,CLOSED,17/3/2002,18/1/2003,-66.5972,111.1914,500,,
300045,,,HALFWAY,TAS/ANT,CLOSED,27/3/2002,4/2/2004,-66.6603,112.0119,1074,1074,
300046,89610,,CAPE POINSETT,TAS/ANT,OPEN,21/4/2002,,-65.8449,113.0667,90,90,
300047,,,LGB 69,TAS/ANT,CLOSED,19/6/2002,3/6/2010,-70.8353,77.0747,1850,1850,
300048,89614,,WILKINS RUNWAY WEST,TAS/ANT,OPEN,19/1/2003,,-66.6931,111.5039,727,,
300049,,,LAW DOME EAST,TAS/ANT,CLOSED,8/9/2004,24/8/2006,-66.7333,114.5,923,,
300050,89615,YWKS,WILKINS RUNWAY EAST,TAS/ANT,OPEN,12/1/2007,,-66.6831,111.5317,753,754.7,
300051,89577,,DOME A,TAS/ANT,OPEN,17/2/2005,,-80.3675,77.3739,4084,,
300052,89578,,EAGLE,TAS/ANT,OPEN,19/2/2005,,-76.4175,77.0297,2824,,
300053,,,AM 01,TAS/ANT,CLOSED,16/3/2006,30/7/2010,-69.4419,71.4172,65,,
300054,,,AM 02,TAS/ANT,CLOSED,16/3/2006,30/7/2010,-69.7133,72.64,47,,
300055,89570,WPWP,DAVIS (WHOOP WHOOP),TAS/ANT,OPEN,7/2/2007,,-68.4845,78.8169,545,546.5,543
300060,89809,YCSK,CASEY SKIWAY SOUTH,TAS/ANT,OPEN,25/1/2008,,-66.2861,110.7633,392,398.5,
